Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	1495.3
Practice	2	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	1074.2
Practice	3	Color Name	Neutral	BLAU	Neutral	4	rm_hit	835.4
Practice	4	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	1132.5
Practice	5	Color Name	Neutral	GROC	Neutral	5	rm_hit	719.8
Practice	6	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	874.3
Practice	7	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	786.4
Practice	8	Color Name	Incongruent	BLAU	GROC	4	rm_hit	583
Practice	9	Color Name	Neutral	GROC	Neutral	5	rm_hit	744.3
Practice	10	Color Name	Neutral	VERD	Neutral	3	rm_hit	705.6
Practice	11	Color Name	Incongruent	GROC	VERD	5	rm_hit	894.9
Practice	12	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	630.8
Main	1	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	885.4
Main	2	Color Name	Incongruent	BLAU	GROC	4	rm_hit	900.2
Main	3	Color Name	Neutral	VERD	Neutral	3	rm_hit	798.1
Main	4	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	840.3
Main	5	Color Name	Incongruent	VERD	BLAU	3	rm_hit	834.6
Main	6	Color Name	Neutral	VERD	Neutral	3	rm_hit	766.5
Main	7	Color Name	Incongruent	BLAU	VERD	4	rm_hit	939.9
Main	8	Color Name	Neutral	GROC	Neutral	5	rm_hit	798.6
Main	9	Color Name	Neutral	BLAU	Neutral	3	rm_incorrect	833.4
Main	10	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	938.9
Main	11	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	818.2
Main	12	Color Name	Neutral	GROC	Neutral	5	rm_hit	672.7
Main	13	Color Name	Neutral	BLAU	Neutral	4	rm_hit	788.8
Main	14	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	760.2
Main	15	Color Name	Incongruent	GROC	BLAU	5	rm_hit	681.6
Main	16	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	723.4
Main	17	Color Name	Neutral	VERD	Neutral	3	rm_hit	748.3
Main	18	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	673.2
Main	19	Color Name	Neutral	GROC	Neutral	5	rm_hit	642.1
Main	20	Color Name	Incongruent	GROC	VERD	5	rm_hit	695.4
Main	21	Color Name	Incongruent	VERD	GROC	3	rm_hit	835.8
Main	22	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	743.7
Main	23	Color Name	Neutral	BLAU	Neutral	4	rm_hit	681.8
Main	24	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	670.6
Practice	1	Ink	Incongruent	BLAU	GROC	5	rm_hit	1007.4
Practice	2	Ink	Neutral	xxxxxx	VERD	3	rm_hit	687.4
Practice	3	Ink	Incongruent	GROC	VERD	5	rm_incorrect	859.8
Practice	4	Ink	Incongruent	GROC	VERMELL	2	rm_hit	674.1
Practice	5	Ink	Incongruent	VERMELL	VERD	3	rm_hit	763.3
Practice	6	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	865.3
Practice	7	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	735.5
Practice	8	Ink	Neutral	xxx	VERD	3	rm_hit	652.1
Practice	9	Ink	Incongruent	VERMELL	GROC	5	rm_hit	798.4
Practice	10	Ink	Neutral	xxx	BLAU	4	rm_hit	927.6
Practice	11	Ink	Neutral	xxxx	BLAU	4	rm_hit	586.3
Practice	12	Ink	Neutral	xxxxx	VERD	3	rm_hit	680.9
Main	1	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	842.5
Main	2	Ink	Neutral	xxxx	VERMELL	2	rm_hit	584.3
Main	3	Ink	Neutral	xxx	GROC	5	rm_hit	613.9
Main	4	Ink	Neutral	xxxxx	VERD	3	rm_hit	1336
Main	5	Ink	Neutral	xxx	VERD	3	rm_hit	593
Main	6	Ink	Incongruent	GROC	VERMELL	2	rm_hit	741.7
Main	7	Ink	Neutral	xxxx	BLAU	4	rm_hit	851.9
Main	8	Ink	Neutral	xxxxxx	VERD	3	rm_hit	723.4
Main	9	Ink	Incongruent	VERD	VERMELL	2	rm_hit	1136.1
Main	10	Ink	Incongruent	VERD	BLAU	4	rm_hit	950.3
Main	11	Ink	Neutral	xxxx	GROC	5	rm_hit	782.6
Main	12	Ink	Neutral	xxxxx	GROC	5	rm_hit	607.9
Main	13	Ink	Incongruent	GROC	VERD	3	rm_hit	643.8
Main	14	Ink	Incongruent	BLAU	GROC	5	rm_hit	741.6
Main	15	Ink	Incongruent	GROC	BLAU	4	rm_hit	653.5
Main	16	Ink	Incongruent	VERMELL	VERD	3	rm_hit	704.3
Main	17	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	979.1
Main	18	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	731.4
Main	19	Ink	Neutral	xxx	BLAU	4	rm_hit	869.3
Main	20	Ink	Incongruent	VERD	GROC	5	rm_hit	827.1
Main	21	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	787.8
Main	22	Ink	Incongruent	BLAU	VERD	3	rm_hit	670.1
Main	23	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	961.8
Main	24	Ink	Incongruent	VERMELL	GROC	5	rm_hit	707

