Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	1010.3
Practice	2	Color Name	Incongruent	VERD	BLAU	3	rm_hit	965.8
Practice	3	Color Name	Neutral	VERD	Neutral	3	rm_hit	746.2
Practice	4	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	702.1
Practice	5	Color Name	Neutral	GROC	Neutral	5	rm_hit	660.5
Practice	6	Color Name	Neutral	BLAU	Neutral	4	rm_hit	734.6
Practice	7	Color Name	Neutral	BLAU	Neutral	4	rm_hit	554.9
Practice	8	Color Name	Incongruent	BLAU	VERD	4	rm_hit	588.6
Practice	9	Color Name	Incongruent	BLAU	GROC	4	rm_hit	595.2
Practice	10	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	682.8
Practice	11	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	457.9
Practice	12	Color Name	Neutral	BLAU	Neutral	4	rm_hit	574.1
Main	1	Color Name	Neutral	VERD	Neutral	3	rm_hit	706.5
Main	2	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	624.2
Main	3	Color Name	Incongruent	VERD	GROC	2	rm_incorrect	679.9
Main	4	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	564.2
Main	5	Color Name	Neutral	GROC	Neutral	5	rm_hit	554.3
Main	6	Color Name	Neutral	BLAU	Neutral	4	rm_hit	567.8
Main	7	Color Name	Neutral	VERD	Neutral	3	rm_hit	601.3
Main	8	Color Name	Incongruent	BLAU	GROC	4	rm_hit	515.6
Main	9	Color Name	Incongruent	BLAU	VERD	4	rm_hit	519.4
Main	10	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	591.7
Main	11	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	648.9
Main	12	Color Name	Neutral	BLAU	Neutral	4	rm_hit	557.3
Main	13	Color Name	Neutral	GROC	Neutral	5	rm_hit	609.8
Main	14	Color Name	Neutral	BLAU	Neutral	4	rm_hit	538.7
Main	15	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	598
Main	16	Color Name	Incongruent	VERD	BLAU	3	rm_hit	691.9
Main	17	Color Name	Incongruent	GROC	BLAU	5	rm_hit	573.1
Main	18	Color Name	Neutral	VERD	Neutral	3	rm_hit	670.5
Main	19	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	651.2
Main	20	Color Name	Incongruent	GROC	VERD	5	rm_hit	568.6
Main	21	Color Name	Neutral	GROC	Neutral	5	rm_hit	576.4
Main	22	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	513.4
Main	23	Color Name	Incongruent	VERMELL	GROC	3	rm_incorrect	630.1
Main	24	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	579.1
Practice	1	Ink	Neutral	xxxxx	VERD	3	rm_hit	685.8
Practice	2	Ink	Incongruent	VERD	BLAU	4	rm_hit	971.2
Practice	3	Ink	Incongruent	VERMELL	VERD	2	rm_incorrect	1104.2
Practice	4	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	708.5
Practice	5	Ink	Neutral	xxxxx	GROC	5	rm_hit	386.5
Practice	6	Ink	Neutral	xxx	GROC	5	rm_hit	477.9
Practice	7	Ink	Incongruent	BLAU	GROC	4	rm_incorrect	590.8
Practice	8	Ink	Incongruent	VERD	VERMELL	2	rm_hit	1040.3
Practice	9	Ink	Incongruent	GROC	VERMELL	2	rm_hit	848.6
Practice	10	Ink	Incongruent	BLAU	VERD	3	rm_hit	792.6
Practice	11	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	785.2
Practice	12	Ink	Neutral	xxxx	BLAU	4	rm_hit	527.2
Main	1	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	661.8
Main	2	Ink	Incongruent	GROC	VERD	3	rm_hit	500
Main	3	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	790.3
Main	4	Ink	Neutral	xxxx	BLAU	4	rm_hit	558.7
Main	5	Ink	Neutral	xxxx	VERMELL	2	rm_hit	693.5
Main	6	Ink	Neutral	xxx	BLAU	4	rm_hit	650.4
Main	7	Ink	Neutral	xxxxxx	VERD	3	rm_hit	562.5
Main	8	Ink	Incongruent	VERD	VERMELL	2	rm_hit	650.5
Main	9	Ink	Incongruent	VERD	GROC	5	rm_hit	437.3
Main	10	Ink	Incongruent	GROC	BLAU	4	rm_hit	623.2
Main	11	Ink	Neutral	xxxxx	GROC	5	rm_hit	420.8
Main	12	Ink	Incongruent	BLAU	GROC	5	rm_hit	409.1
Main	13	Ink	Neutral	xxx	VERD	3	rm_hit	1185.8
Main	14	Ink	Incongruent	VERMELL	VERD	3	rm_hit	589.2
Main	15	Ink	Neutral	xxxxx	VERD	3	rm_hit	388
Main	16	Ink	Incongruent	BLAU	VERD	3	rm_hit	571.5
Main	17	Ink	Incongruent	GROC	VERMELL	2	rm_hit	767.7
Main	18	Ink	Neutral	xxxx	GROC	5	rm_hit	500.5
Main	19	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	722.1
Main	20	Ink	Incongruent	VERMELL	GROC	5	rm_hit	619.3
Main	21	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	458.1
Main	22	Ink	Incongruent	VERD	BLAU	5	rm_incorrect	605.2
Main	23	Ink	Neutral	xxx	GROC	5	rm_hit	503.1
Main	24	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	951.9

