Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Ink	Neutral	xxxxx	GROC	5	rm_hit	1465.9
Practice	2	Ink	Incongruent	VERD	BLAU	4	rm_hit	2179.7
Practice	3	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	846.6
Practice	4	Ink	Incongruent	GROC	VERMELL	2	rm_hit	1232.9
Practice	5	Ink	Neutral	xxxxx	VERD	3	rm_hit	876.9
Practice	6	Ink	Incongruent	GROC	VERD	3	rm_hit	730.4
Practice	7	Ink	Neutral	xxxx	BLAU	4	rm_hit	979.3
Practice	8	Ink	Neutral	xxx	GROC	5	rm_hit	592.6
Practice	9	Ink	Incongruent	GROC	BLAU	4	rm_hit	785.4
Practice	10	Ink	Incongruent	VERD	VERMELL	2	rm_hit	637.1
Practice	11	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	910.5
Practice	12	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	549.9
Main	1	Ink	Neutral	xxx	GROC	5	rm_hit	1318.9
Main	2	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	724.9
Main	3	Ink	Neutral	xxxx	BLAU	4	rm_hit	579.7
Main	4	Ink	Neutral	xxx	BLAU	4	rm_hit	743.4
Main	5	Ink	Incongruent	VERMELL	VERD	3	rm_hit	978.1
Main	6	Ink	Incongruent	VERD	VERMELL	2	rm_hit	570.3
Main	7	Ink	Neutral	xxxx	GROC	5	rm_hit	778
Main	8	Ink	Incongruent	GROC	VERMELL	2	rm_hit	735.6
Main	9	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	647.5
Main	10	Ink	Incongruent	BLAU	VERD	3	rm_hit	775.9
Main	11	Ink	Incongruent	VERD	GROC	5	rm_hit	521.7
Main	12	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	610.9
Main	13	Ink	Neutral	xxxx	VERMELL	2	rm_hit	675.3
Main	14	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	557.4
Main	15	Ink	Incongruent	VERMELL	GROC	5	rm_hit	645.3
Main	16	Ink	Neutral	xxxxx	GROC	5	rm_hit	643.4
Main	17	Ink	Incongruent	GROC	VERD	3	rm_hit	684.4
Main	18	Ink	Incongruent	GROC	BLAU	4	rm_hit	600.3
Main	19	Ink	Neutral	xxxxx	VERD	3	rm_hit	764.2
Main	20	Ink	Neutral	xxxxxx	VERD	3	rm_hit	709.2
Main	21	Ink	Neutral	xxx	VERD	3	rm_hit	643.6
Main	22	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	940.6
Main	23	Ink	Incongruent	BLAU	GROC	5	rm_hit	768.7
Main	24	Ink	Incongruent	VERD	BLAU	4	rm_hit	643.5
Practice	1	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	1950.3
Practice	2	Color Name	Neutral	BLAU	Neutral	4	rm_hit	713.9
Practice	3	Color Name	Incongruent	GROC	BLAU	5	rm_hit	700.7
Practice	4	Color Name	Neutral	BLAU	Neutral	4	rm_hit	545.5
Practice	5	Color Name	Incongruent	VERD	BLAU	3	rm_hit	677.8
Practice	6	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	718.6
Practice	7	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	661.5
Practice	8	Color Name	Neutral	VERMELL	Neutral	3	rm_incorrect	666.6
Practice	9	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	962.7
Practice	10	Color Name	Neutral	VERD	Neutral	3	rm_hit	882.6
Practice	11	Color Name	Incongruent	GROC	VERD	5	rm_hit	971.4
Practice	12	Color Name	Neutral	GROC	Neutral	5	rm_hit	630.2
Main	1	Color Name	Neutral	GROC	Neutral	5	rm_hit	1014.6
Main	2	Color Name	Neutral	VERD	Neutral	3	rm_hit	922
Main	3	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	744.2
Main	4	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	737.9
Main	5	Color Name	Incongruent	BLAU	VERD	4	rm_hit	873.8
Main	6	Color Name	Incongruent	BLAU	GROC	4	rm_hit	578.7
Main	7	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	714.5
Main	8	Color Name	Neutral	BLAU	Neutral	4	rm_hit	604.4
Main	9	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	793.9
Main	10	Color Name	Neutral	BLAU	Neutral	4	rm_hit	550.2
Main	11	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	711.2
Main	12	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	711.3
Main	13	Color Name	Neutral	BLAU	Neutral	4	rm_hit	628.2
Main	14	Color Name	Incongruent	GROC	VERD	5	rm_hit	673.5
Main	15	Color Name	Neutral	GROC	Neutral	5	rm_hit	652.3
Main	16	Color Name	Neutral	GROC	Neutral	5	rm_hit	548
Main	17	Color Name	Incongruent	GROC	BLAU	5	rm_hit	793.2
Main	18	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	604.8
Main	19	Color Name	Incongruent	VERD	BLAU	3	rm_hit	740.5
Main	20	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	707
Main	21	Color Name	Neutral	VERD	Neutral	3	rm_hit	653.2
Main	22	Color Name	Neutral	VERD	Neutral	3	rm_hit	591.3
Main	23	Color Name	Incongruent	VERD	GROC	3	rm_hit	495.3
Main	24	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	422.7

