Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Ink	Incongruent	VERD	VERMELL	2	rm_hit	1149.4
Practice	2	Ink	Neutral	xxx	VERD	3	rm_hit	550.2
Practice	3	Ink	Neutral	xxx	BLAU	4	rm_hit	468.7
Practice	4	Ink	Incongruent	VERD	BLAU	3	rm_incorrect	700.2
Practice	5	Ink	Neutral	xxxxx	GROC	5	rm_hit	422.9
Practice	6	Ink	Incongruent	GROC	VERMELL	2	rm_hit	428
Practice	7	Ink	Incongruent	VERD	GROC	5	rm_hit	1232.1
Practice	8	Ink	Neutral	xxxx	BLAU	4	rm_hit	492.1
Practice	9	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	577.1
Practice	10	Ink	Incongruent	VERMELL	GROC	5	rm_hit	635.2
Practice	11	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	781.9
Practice	12	Ink	Neutral	xxxx	GROC	5	rm_hit	611.8
Main	1	Ink	Incongruent	VERMELL	GROC	5	rm_hit	550.1
Main	2	Ink	Neutral	xxx	BLAU	4	rm_hit	405.2
Main	3	Ink	Neutral	xxx	GROC	5	rm_hit	467.8
Main	4	Ink	Neutral	xxx	VERD	2	rm_incorrect	838.1
Main	5	Ink	Incongruent	VERD	GROC	5	rm_hit	552.9
Main	6	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	619.4
Main	7	Ink	Neutral	xxxx	GROC	5	rm_hit	638
Main	8	Ink	Neutral	xxxxx	GROC	5	rm_hit	651.8
Main	9	Ink	Incongruent	BLAU	VERD	3	rm_hit	595.8
Main	10	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	465.2
Main	11	Ink	Incongruent	GROC	VERD	3	rm_hit	699
Main	12	Ink	Neutral	xxxxxx	VERD	3	rm_hit	468
Main	13	Ink	Incongruent	VERD	BLAU	4	rm_hit	507.9
Main	14	Ink	Incongruent	VERD	VERMELL	2	rm_hit	496
Main	15	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	447.9
Main	16	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	651.6
Main	17	Ink	Incongruent	GROC	VERMELL	2	rm_hit	621.1
Main	18	Ink	Neutral	xxxx	BLAU	4	rm_hit	589.2
Main	19	Ink	Incongruent	VERMELL	VERD	3	rm_hit	722.7
Main	20	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	694.7
Main	21	Ink	Neutral	xxxx	VERMELL	2	rm_hit	528.1
Main	22	Ink	Incongruent	BLAU	GROC	5	rm_hit	373.3
Main	23	Ink	Neutral	xxxxx	VERD	3	rm_hit	624.6
Main	24	Ink	Incongruent	GROC	BLAU	4	rm_hit	351.9
Practice	1	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	1722.3
Practice	2	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	609.4
Practice	3	Color Name	Incongruent	VERD	BLAU	3	rm_hit	659.7
Practice	4	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	668.1
Practice	5	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	810.3
Practice	6	Color Name	Neutral	BLAU	Neutral	4	rm_hit	637.5
Practice	7	Color Name	Neutral	VERD	Neutral	3	rm_hit	708.1
Practice	8	Color Name	Neutral	VERD	Neutral	3	rm_hit	574.4
Practice	9	Color Name	Incongruent	VERD	GROC	3	rm_hit	863.7
Practice	10	Color Name	Neutral	BLAU	Neutral	4	rm_hit	582.8
Practice	11	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	727.1
Practice	12	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	689.3
Main	1	Color Name	Incongruent	BLAU	GROC	4	rm_hit	583.4
Main	2	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	668.8
Main	3	Color Name	Neutral	BLAU	Neutral	4	rm_hit	822.9
Main	4	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	621.7
Main	5	Color Name	Neutral	GROC	Neutral	5	rm_hit	684.9
Main	6	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	766.9
Main	7	Color Name	Neutral	VERD	Neutral	3	rm_hit	508.3
Main	8	Color Name	Neutral	GROC	Neutral	5	rm_hit	615.1
Main	9	Color Name	Neutral	BLAU	Neutral	4	rm_hit	553.3
Main	10	Color Name	Incongruent	VERMELL	VERD	3	rm_incorrect	632.6
Main	11	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	767.7
Main	12	Color Name	Neutral	GROC	Neutral	5	rm_hit	595.8
Main	13	Color Name	Incongruent	VERD	BLAU	3	rm_hit	717.1
Main	14	Color Name	Incongruent	BLAU	VERD	4	rm_hit	549.2
Main	15	Color Name	Incongruent	GROC	VERD	5	rm_hit	576.1
Main	16	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	536.8
Main	17	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	811.9
Main	18	Color Name	Neutral	VERD	Neutral	3	rm_hit	635.5
Main	19	Color Name	Incongruent	VERD	GROC	3	rm_hit	897.5
Main	20	Color Name	Incongruent	GROC	BLAU	5	rm_hit	727.1
Main	21	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	644.4
Main	22	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	640.1
Main	23	Color Name	Neutral	BLAU	Neutral	4	rm_hit	772.4
Main	24	Color Name	Neutral	VERD	Neutral	3	rm_hit	728.3

