Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Color Name	Incongruent	GROC	VERD	5	rm_hit	4353.7
Practice	2	Color Name	Neutral	BLAU	Neutral	4	rm_hit	1034
Practice	3	Color Name	Incongruent	BLAU	VERD	4	rm_hit	785
Practice	4	Color Name	Neutral	GROC	Neutral	5	rm_hit	767
Practice	5	Color Name	Incongruent	VERD	BLAU	3	rm_hit	1329.4
Practice	6	Color Name	Neutral	VERD	Neutral	3	rm_hit	637.2
Practice	7	Color Name	Neutral	BLAU	Neutral	4	rm_hit	1069.7
Practice	8	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	1129.9
Practice	9	Color Name	Incongruent	VERD	GROC	5	rm_incorrect	863.4
Practice	10	Color Name	Neutral	GROC	Neutral	5	rm_hit	1628.6
Practice	11	Color Name	Neutral	GROC	Neutral	5	rm_hit	684.6
Practice	12	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	874.5
Main	1	Color Name	Neutral	GROC	Neutral	5	rm_hit	1024.8
Main	2	Color Name	Neutral	GROC	Neutral	5	rm_hit	839.2
Main	3	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	829.3
Main	4	Color Name	Incongruent	GROC	BLAU	5	rm_hit	1200.2
Main	5	Color Name	Incongruent	BLAU	VERD	4	rm_hit	681.2
Main	6	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	651.9
Main	7	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	517.9
Main	8	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	799.4
Main	9	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	619.5
Main	10	Color Name	Neutral	VERD	Neutral	3	rm_hit	1609.6
Main	11	Color Name	Neutral	VERD	Neutral	3	rm_hit	949.4
Main	12	Color Name	Neutral	BLAU	Neutral	4	rm_hit	759.5
Main	13	Color Name	Incongruent	GROC	VERD	5	rm_hit	786.6
Main	14	Color Name	Incongruent	VERD	BLAU	3	rm_hit	1001.2
Main	15	Color Name	Incongruent	BLAU	GROC	4	rm_hit	1637.8
Main	16	Color Name	Neutral	GROC	Neutral	5	rm_hit	862.2
Main	17	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	762.7
Main	18	Color Name	Incongruent	VERD	GROC	3	rm_hit	872.2
Main	19	Color Name	Neutral	BLAU	Neutral	4	rm_hit	792.1
Main	20	Color Name	Neutral	BLAU	Neutral	4	rm_hit	502.4
Main	21	Color Name	Neutral	VERD	Neutral	3	rm_hit	547.2
Main	22	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	902.2
Main	23	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	1161.1
Main	24	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	726
Practice	1	Ink	Incongruent	GROC	VERD	3	rm_hit	1396.3
Practice	2	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	586.9
Practice	3	Ink	Incongruent	VERMELL	VERD	3	rm_hit	814.9
Practice	4	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	814.6
Practice	5	Ink	Incongruent	VERD	GROC	5	rm_hit	766.5
Practice	6	Ink	Incongruent	VERD	BLAU	4	rm_hit	596.7
Practice	7	Ink	Neutral	xxxxx	GROC	5	rm_hit	537.2
Practice	8	Ink	Neutral	xxxx	VERMELL	2	rm_hit	638
Practice	9	Ink	Incongruent	VERMELL	GROC	5	rm_hit	762.2
Practice	10	Ink	Incongruent	BLAU	VERD	3	rm_hit	735.1
Practice	11	Ink	Neutral	xxxxx	VERD	3	rm_hit	627.4
Practice	12	Ink	Neutral	xxxxxx	VERD	3	rm_hit	454.6
Main	1	Ink	Incongruent	GROC	VERD	3	rm_hit	793.9
Main	2	Ink	Neutral	xxxxx	VERD	3	rm_hit	433.6
Main	3	Ink	Neutral	xxxx	VERMELL	2	rm_hit	669.3
Main	4	Ink	Neutral	xxx	GROC	5	rm_hit	415.2
Main	5	Ink	Incongruent	BLAU	VERD	3	rm_hit	570.3
Main	6	Ink	Neutral	xxxx	BLAU	4	rm_hit	493.8
Main	7	Ink	Neutral	xxxxxx	VERD	3	rm_hit	448.6
Main	8	Ink	Incongruent	VERD	BLAU	4	rm_hit	525.3
Main	9	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	659
Main	10	Ink	Incongruent	VERD	VERMELL	2	rm_hit	390.3
Main	11	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	424.7
Main	12	Ink	Incongruent	GROC	BLAU	3	rm_incorrect	677.4
Main	13	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	432.1
Main	14	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	564.6
Main	15	Ink	Incongruent	GROC	VERMELL	2	rm_hit	771.7
Main	16	Ink	Neutral	xxxxx	GROC	5	rm_hit	968.3
Main	17	Ink	Incongruent	VERMELL	VERD	3	rm_hit	523.2
Main	18	Ink	Neutral	xxx	BLAU	4	rm_hit	1126.6
Main	19	Ink	Incongruent	BLAU	GROC	5	rm_hit	555.6
Main	20	Ink	Neutral	xxx	VERD	3	rm_hit	805.7
Main	21	Ink	Neutral	xxxx	GROC	5	rm_hit	571.3
Main	22	Ink	Incongruent	VERD	GROC	5	rm_hit	468.3
Main	23	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	496.5
Main	24	Ink	Incongruent	VERMELL	GROC	5	rm_hit	992.9

