Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Ink	Neutral	xxxx	BLAU	4	rm_hit	1779.9
Practice	2	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	914.4
Practice	3	Ink	Neutral	xxxx	GROC	5	rm_hit	548.6
Practice	4	Ink	Incongruent	VERD	GROC	5	rm_hit	1732.9
Practice	5	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	613.1
Practice	6	Ink	Incongruent	GROC	VERMELL	2	rm_hit	661.7
Practice	7	Ink	Incongruent	VERMELL	VERD	3	rm_hit	1040.5
Practice	8	Ink	Neutral	xxxxx	GROC	5	rm_hit	567.8
Practice	9	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	503.1
Practice	10	Ink	Neutral	xxx	BLAU	4	rm_hit	692.7
Practice	11	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	855.8
Practice	12	Ink	Neutral	xxx	GROC	5	rm_hit	443.1
Main	1	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	637
Main	2	Ink	Neutral	xxx	GROC	5	rm_hit	629.6
Main	3	Ink	Incongruent	BLAU	VERD	3	rm_hit	1341
Main	4	Ink	Incongruent	BLAU	GROC	5	rm_hit	1146.3
Main	5	Ink	Incongruent	VERMELL	GROC	5	rm_hit	579.1
Main	6	Ink	Neutral	xxxx	VERMELL	2	rm_hit	488.9
Main	7	Ink	Neutral	xxxxx	GROC	5	rm_hit	655.3
Main	8	Ink	Neutral	xxxx	BLAU	4	rm_hit	764.1
Main	9	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	738.4
Main	10	Ink	Incongruent	VERMELL	VERD	3	rm_hit	623.4
Main	11	Ink	Incongruent	GROC	VERD	3	rm_hit	502.8
Main	12	Ink	Neutral	xxx	VERD	3	rm_hit	438.4
Main	13	Ink	Incongruent	GROC	BLAU	4	rm_hit	790
Main	14	Ink	Neutral	xxxxx	VERD	3	rm_hit	749.3
Main	15	Ink	Incongruent	VERD	VERMELL	2	rm_hit	582.4
Main	16	Ink	Neutral	xxx	BLAU	4	rm_hit	691.5
Main	17	Ink	Neutral	xxxx	GROC	5	rm_hit	586.8
Main	18	Ink	Neutral	xxxxxx	VERD	3	rm_hit	648.6
Main	19	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	651.8
Main	20	Ink	Incongruent	VERD	GROC	5	rm_hit	399.2
Main	21	Ink	Incongruent	VERD	BLAU	4	rm_hit	530.1
Main	22	Ink	Incongruent	GROC	VERMELL	2	rm_hit	402.7
Main	23	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	497.9
Main	24	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	407
Practice	1	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	1188.9
Practice	2	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	997
Practice	3	Color Name	Neutral	VERD	Neutral	3	rm_hit	892.3
Practice	4	Color Name	Neutral	GROC	Neutral	5	rm_hit	746.4
Practice	5	Color Name	Neutral	GROC	Neutral	5	rm_hit	990
Practice	6	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	1013.2
Practice	7	Color Name	Neutral	BLAU	Neutral	4	rm_hit	676.2
Practice	8	Color Name	Incongruent	GROC	VERMELL	2	rm_incorrect	686.7
Practice	9	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	1343
Practice	10	Color Name	Incongruent	VERD	GROC	3	rm_hit	1348.6
Practice	11	Color Name	Neutral	BLAU	Neutral	4	rm_hit	718.9
Practice	12	Color Name	Neutral	VERD	Neutral	3	rm_hit	906.2
Main	1	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	893.6
Main	2	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	1107.8
Main	3	Color Name	Incongruent	VERD	BLAU	3	rm_hit	1037.4
Main	4	Color Name	Neutral	BLAU	Neutral	4	rm_hit	580
Main	5	Color Name	Incongruent	GROC	VERD	5	rm_hit	1672.1
Main	6	Color Name	Incongruent	VERMELL	VERD	3	rm_incorrect	1103.2
Main	7	Color Name	Incongruent	GROC	BLAU	5	rm_hit	1105.9
Main	8	Color Name	Neutral	VERD	Neutral	3	rm_hit	927.2
Main	9	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	867.6
Main	10	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	909.8
Main	11	Color Name	Incongruent	BLAU	VERD	4	rm_hit	621.4
Main	12	Color Name	Neutral	VERD	Neutral	3	rm_hit	713.1
Main	13	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	998.3
Main	14	Color Name	Neutral	GROC	Neutral	5	rm_hit	686.5
Main	15	Color Name	Incongruent	BLAU	GROC	4	rm_hit	747.6
Main	16	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	813.5
Main	17	Color Name	Incongruent	VERMELL	GROC	5	rm_incorrect	1030.7
Main	18	Color Name	Neutral	GROC	Neutral	5	rm_hit	885
Main	19	Color Name	Neutral	BLAU	Neutral	4	rm_hit	542.8
Main	20	Color Name	Neutral	VERD	Neutral	3	rm_hit	757.3
Main	21	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	763.8
Main	22	Color Name	Neutral	GROC	Neutral	5	rm_hit	492.1
Main	23	Color Name	Neutral	BLAU	Neutral	4	rm_hit	535
Main	24	Color Name	Incongruent	VERD	GROC	3	rm_hit	847.2

