Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	1199.6
Practice	2	Ink	Neutral	xxxx	BLAU	4	rm_hit	664.9
Practice	3	Ink	Incongruent	GROC	VERMELL	2	rm_hit	740.4
Practice	4	Ink	Neutral	xxxx	GROC	5	rm_hit	474.9
Practice	5	Ink	Neutral	xxx	GROC	5	rm_hit	570.9
Practice	6	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	443.1
Practice	7	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	696.4
Practice	8	Ink	Neutral	xxxxxx	VERD	3	rm_hit	441.2
Practice	9	Ink	Neutral	xxx	BLAU	4	rm_hit	571.1
Practice	10	Ink	Incongruent	VERD	GROC	5	rm_hit	463.8
Practice	11	Ink	Incongruent	BLAU	VERD	3	rm_hit	443.6
Practice	12	Ink	Incongruent	VERD	VERMELL	2	rm_hit	394
Main	1	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	692.5
Main	2	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	623.2
Main	3	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	683.5
Main	4	Ink	Neutral	xxx	GROC	5	rm_hit	559.4
Main	5	Ink	Incongruent	GROC	BLAU	4	rm_hit	608.3
Main	6	Ink	Incongruent	VERMELL	GROC	5	rm_hit	645.5
Main	7	Ink	Neutral	xxxxxx	VERD	3	rm_hit	463.7
Main	8	Ink	Incongruent	VERD	GROC	5	rm_hit	527
Main	9	Ink	Incongruent	VERD	VERMELL	2	rm_hit	495.9
Main	10	Ink	Neutral	xxxxx	GROC	4	rm_incorrect	549.6
Main	11	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	638.9
Main	12	Ink	Incongruent	BLAU	VERD	3	rm_hit	543.8
Main	13	Ink	Neutral	xxxxx	VERD	3	rm_hit	548.1
Main	14	Ink	Incongruent	GROC	VERMELL	2	rm_hit	377.4
Main	15	Ink	Neutral	xxxx	GROC	5	rm_hit	529.8
Main	16	Ink	Incongruent	VERMELL	VERD	3	rm_hit	582
Main	17	Ink	Incongruent	GROC	VERD	2	rm_incorrect	509.6
Main	18	Ink	Neutral	xxxx	BLAU	4	rm_hit	563.7
Main	19	Ink	Neutral	xxx	BLAU	4	rm_hit	536.1
Main	20	Ink	Neutral	xxx	VERD	3	rm_hit	453.2
Main	21	Ink	Neutral	xxxx	VERMELL	2	rm_hit	474.4
Main	22	Ink	Incongruent	BLAU	GROC	5	rm_hit	501.5
Main	23	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	511.9
Main	24	Ink	Incongruent	VERD	BLAU	4	rm_hit	495.9
Practice	1	Color Name	Neutral	GROC	Neutral	5	rm_hit	857.5
Practice	2	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	696.3
Practice	3	Color Name	Neutral	VERD	Neutral	3	rm_hit	698.7
Practice	4	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	1122.4
Practice	5	Color Name	Neutral	VERD	Neutral	3	rm_hit	628.2
Practice	6	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	893.6
Practice	7	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	731.3
Practice	8	Color Name	Incongruent	BLAU	VERD	4	rm_hit	671.2
Practice	9	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	542.2
Practice	10	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	634.8
Practice	11	Color Name	Incongruent	VERD	GROC	3	rm_hit	769.8
Practice	12	Color Name	Neutral	GROC	Neutral	5	rm_hit	849.7
Main	1	Color Name	Neutral	VERD	Neutral	3	rm_hit	740.5
Main	2	Color Name	Incongruent	GROC	VERD	5	rm_hit	686.1
Main	3	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	688.3
Main	4	Color Name	Neutral	BLAU	Neutral	4	rm_hit	463.3
Main	5	Color Name	Neutral	BLAU	Neutral	4	rm_hit	565.9
Main	6	Color Name	Incongruent	VERD	GROC	3	rm_hit	719.1
Main	7	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	735.5
Main	8	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	665.5
Main	9	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	756
Main	10	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	703.4
Main	11	Color Name	Incongruent	GROC	BLAU	5	rm_hit	637.9
Main	12	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	735.9
Main	13	Color Name	Incongruent	BLAU	GROC	4	rm_hit	710.6
Main	14	Color Name	Incongruent	BLAU	VERD	4	rm_hit	621.3
Main	15	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	887.6
Main	16	Color Name	Neutral	GROC	Neutral	5	rm_hit	569.8
Main	17	Color Name	Incongruent	VERD	BLAU	3	rm_hit	1046
Main	18	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	819.7
Main	19	Color Name	Neutral	GROC	Neutral	5	rm_hit	748.5
Main	20	Color Name	Neutral	BLAU	Neutral	4	rm_hit	611.4
Main	21	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	703.6
Main	22	Color Name	Neutral	VERD	Neutral	3	rm_hit	552.1
Main	23	Color Name	Neutral	GROC	Neutral	5	rm_hit	595.8
Main	24	Color Name	Neutral	VERD	Neutral	3	rm_hit	704

