Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Ink	Incongruent	BLAU	VERD	3	rm_hit	2014.9
Practice	2	Ink	Incongruent	VERMELL	GROC	5	rm_hit	1223.4
Practice	3	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	903
Practice	4	Ink	Incongruent	GROC	BLAU	4	rm_hit	1290.8
Practice	5	Ink	Neutral	xxxx	BLAU	4	rm_hit	623.3
Practice	6	Ink	Neutral	xxxxxx	VERD	3	rm_hit	716.2
Practice	7	Ink	Neutral	xxxx	VERMELL	2	rm_hit	599.5
Practice	8	Ink	Incongruent	GROC	VERD	3	rm_hit	860.4
Practice	9	Ink	Incongruent	GROC	VERMELL	2	rm_hit	809.9
Practice	10	Ink	Neutral	xxxxx	VERD	3	rm_hit	786.2
Practice	11	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	334.6
Practice	12	Ink	Incongruent	VERD	GROC	5	rm_hit	654.1
Main	1	Ink	Incongruent	BLAU	VERD	3	rm_hit	855.2
Main	2	Ink	Incongruent	VERD	GROC	5	rm_hit	1005.7
Main	3	Ink	Neutral	xxxx	BLAU	4	rm_hit	726.8
Main	4	Ink	Incongruent	VERMELL	VERD	3	rm_hit	740.4
Main	5	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	756.3
Main	6	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	543.4
Main	7	Ink	Incongruent	VERD	BLAU	4	rm_hit	751.8
Main	8	Ink	Incongruent	GROC	BLAU	4	rm_hit	592.1
Main	9	Ink	Incongruent	VERMELL	GROC	5	rm_hit	737.8
Main	10	Ink	Incongruent	BLAU	GROC	5	rm_hit	617.8
Main	11	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	575.3
Main	12	Ink	Neutral	xxx	VERD	3	rm_hit	702.5
Main	13	Ink	Neutral	xxxxx	VERD	3	rm_hit	615
Main	14	Ink	Neutral	xxxx	VERMELL	2	rm_hit	592.6
Main	15	Ink	Incongruent	GROC	VERMELL	2	rm_hit	671.2
Main	16	Ink	Neutral	xxxxx	GROC	5	rm_hit	595.7
Main	17	Ink	Neutral	xxx	GROC	5	rm_hit	570.5
Main	18	Ink	Neutral	xxx	BLAU	4	rm_hit	566
Main	19	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	686.6
Main	20	Ink	Neutral	xxxxxx	VERD	3	rm_hit	620.2
Main	21	Ink	Incongruent	GROC	VERD	3	rm_hit	737.8
Main	22	Ink	Incongruent	BLAU	VERMELL	4	rm_incorrect	774.1
Main	23	Ink	Neutral	xxxx	GROC	5	rm_hit	671.1
Main	24	Ink	Incongruent	VERD	VERMELL	2	rm_hit	867
Practice	1	Color Name	Incongruent	GROC	VERD	5	rm_hit	1123
Practice	2	Color Name	Neutral	BLAU	Neutral	4	rm_hit	665.8
Practice	3	Color Name	Incongruent	VERD	GROC	3	rm_hit	588.1
Practice	4	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	388.9
Practice	5	Color Name	Neutral	VERD	Neutral	4	rm_incorrect	682.8
Practice	6	Color Name	Neutral	GROC	Neutral	5	rm_hit	1296.6
Practice	7	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	916.8
Practice	8	Color Name	Neutral	GROC	Neutral	5	rm_hit	650.7
Practice	9	Color Name	Neutral	VERD	Neutral	3	rm_hit	866
Practice	10	Color Name	Incongruent	GROC	BLAU	5	rm_hit	1313.7
Practice	11	Color Name	Incongruent	BLAU	VERD	4	rm_hit	1130.8
Practice	12	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	846.3
Main	1	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	1594.1
Main	2	Color Name	Neutral	GROC	Neutral	5	rm_hit	711.9
Main	3	Color Name	Neutral	VERD	Neutral	3	rm_hit	810.1
Main	4	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	427.1
Main	5	Color Name	Neutral	GROC	Neutral	5	rm_hit	499.5
Main	6	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	702.2
Main	7	Color Name	Incongruent	BLAU	VERD	4	rm_hit	723.5
Main	8	Color Name	Neutral	BLAU	Neutral	4	rm_hit	598.8
Main	9	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	637
Main	10	Color Name	Incongruent	VERD	VERMELL	3	rm_hit	655.8
Main	11	Color Name	Incongruent	GROC	BLAU	5	rm_hit	506.5
Main	12	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	744.8
Main	13	Color Name	Neutral	BLAU	Neutral	4	rm_hit	439.4
Main	14	Color Name	Neutral	GROC	Neutral	5	rm_hit	594.4
Main	15	Color Name	Incongruent	VERD	BLAU	3	rm_hit	826.5
Main	16	Color Name	Incongruent	BLAU	GROC	4	rm_hit	702.2
Main	17	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	554.4
Main	18	Color Name	Neutral	VERD	Neutral	2	rm_incorrect	901.6
Main	19	Color Name	Incongruent	GROC	VERD	5	rm_hit	1015.3
Main	20	Color Name	Incongruent	VERD	GROC	3	rm_hit	902.7
Main	21	Color Name	Neutral	VERD	Neutral	3	rm_hit	829.2
Main	22	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	860.9
Main	23	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	771
Main	24	Color Name	Neutral	BLAU	Neutral	4	rm_hit	612.6

