Block	Trial Number	Task	Condition	Stimulus Text	Stimulus Color	Response	Response Accuracy	RT
Practice	1	Color Name	Neutral	VERD	Neutral	3	rm_hit	1540.7
Practice	2	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	978.7
Practice	3	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	1120.2
Practice	4	Color Name	Neutral	VERD	Neutral	3	rm_hit	890.9
Practice	5	Color Name	Incongruent	BLAU	GROC	4	rm_hit	562.1
Practice	6	Color Name	Incongruent	GROC	BLAU	5	rm_hit	836.2
Practice	7	Color Name	Neutral	BLAU	Neutral	4	rm_hit	935.7
Practice	8	Color Name	Neutral	GROC	Neutral	5	rm_hit	796.4
Practice	9	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	804.6
Practice	10	Color Name	Neutral	BLAU	Neutral	4	rm_hit	677.9
Practice	11	Color Name	Neutral	GROC	Neutral	5	rm_hit	634.8
Practice	12	Color Name	Neutral	BLAU	Neutral	4	rm_hit	605.1
Main	1	Color Name	Neutral	BLAU	Neutral	4	rm_hit	714
Main	2	Color Name	Neutral	GROC	Neutral	5	rm_hit	479.5
Main	3	Color Name	Neutral	GROC	Neutral	5	rm_hit	767.5
Main	4	Color Name	Incongruent	VERD	BLAU	4	rm_incorrect	830.5
Main	5	Color Name	Incongruent	VERMELL	BLAU	2	rm_hit	818.1
Main	6	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	1095.7
Main	7	Color Name	Neutral	BLAU	Neutral	4	rm_hit	635.7
Main	8	Color Name	Incongruent	GROC	BLAU	5	rm_hit	589.4
Main	9	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	762.1
Main	10	Color Name	Neutral	VERD	Neutral	3	rm_hit	988.5
Main	11	Color Name	Neutral	VERMELL	Neutral	2	rm_hit	808.8
Main	12	Color Name	Neutral	BLAU	Neutral	3	rm_incorrect	771
Main	13	Color Name	Neutral	VERD	Neutral	3	rm_hit	1170.8
Main	14	Color Name	Incongruent	GROC	VERD	5	rm_hit	684.3
Main	15	Color Name	Incongruent	BLAU	GROC	4	rm_hit	600.9
Main	16	Color Name	Incongruent	VERD	VERMELL	2	rm_incorrect	458
Main	17	Color Name	Incongruent	BLAU	VERD	4	rm_hit	700.4
Main	18	Color Name	Incongruent	VERMELL	VERD	2	rm_hit	933.4
Main	19	Color Name	Neutral	GROC	Neutral	5	rm_hit	991.6
Main	20	Color Name	Incongruent	BLAU	VERMELL	4	rm_hit	465.9
Main	21	Color Name	Neutral	VERD	Neutral	3	rm_hit	402.4
Main	22	Color Name	Incongruent	VERD	GROC	3	rm_hit	940.5
Main	23	Color Name	Incongruent	VERMELL	GROC	2	rm_hit	1122.5
Main	24	Color Name	Incongruent	GROC	VERMELL	5	rm_hit	1087.4
Practice	1	Ink	Neutral	xxxxx	VERD	3	rm_hit	1580.6
Practice	2	Ink	Incongruent	BLAU	GROC	5	rm_hit	2363.2
Practice	3	Ink	Incongruent	GROC	BLAU	4	rm_hit	1279.3
Practice	4	Ink	Incongruent	GROC	VERMELL	2	rm_hit	541.2
Practice	5	Ink	Neutral	xxxx	BLAU	4	rm_hit	865.5
Practice	6	Ink	Neutral	xxxxxx	VERMELL	2	rm_hit	592.9
Practice	7	Ink	Neutral	xxxxxx	VERD	3	rm_hit	902.3
Practice	8	Ink	Neutral	xxxxx	GROC	5	rm_hit	866.8
Practice	9	Ink	Incongruent	VERMELL	GROC	2	rm_incorrect	938.2
Practice	10	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	653
Practice	11	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	734.9
Practice	12	Ink	Neutral	xxxx	VERMELL	2	rm_hit	1843.5
Main	1	Ink	Neutral	xxx	BLAU	4	rm_hit	1017.7
Main	2	Ink	Incongruent	VERD	VERMELL	2	rm_hit	1259
Main	3	Ink	Neutral	xxxx	BLAU	4	rm_hit	1061.4
Main	4	Ink	Incongruent	GROC	VERMELL	2	rm_hit	714.6
Main	5	Ink	Incongruent	VERMELL	BLAU	4	rm_hit	917.6
Main	6	Ink	Incongruent	BLAU	VERD	3	rm_hit	1076.1
Main	7	Ink	Neutral	xxx	GROC	5	rm_hit	949.1
Main	8	Ink	Incongruent	VERMELL	GROC	5	rm_hit	683.8
Main	9	Ink	Neutral	xxxxx	GROC	5	rm_hit	393.4
Main	10	Ink	Neutral	xxxxxx	VERD	3	rm_hit	615.5
Main	11	Ink	Incongruent	GROC	VERD	3	rm_hit	731.7
Main	12	Ink	Incongruent	BLAU	VERMELL	2	rm_hit	555.3
Main	13	Ink	Incongruent	GROC	BLAU	4	rm_hit	560.7
Main	14	Ink	Incongruent	VERD	GROC	5	rm_hit	1074.1
Main	15	Ink	Incongruent	VERMELL	VERD	3	rm_hit	682.6
Main	16	Ink	Neutral	xxxxx	VERD	3	rm_hit	658.5
Main	17	Ink	Neutral	xxxxx	VERMELL	2	rm_hit	630.6
Main	18	Ink	Neutral	xxxx	GROC	5	rm_hit	946.8
Main	19	Ink	Neutral	xxxx	VERMELL	2	rm_hit	579.4
Main	20	Ink	Neutral	xxxxxx	VERMELL	5	rm_incorrect	446.2
Main	21	Ink	Neutral	xxx	VERD	3	rm_hit	718.8
Main	22	Ink	Neutral	xxxxxx	BLAU	4	rm_hit	320
Main	23	Ink	Incongruent	VERD	BLAU	4	rm_hit	791.3
Main	24	Ink	Incongruent	BLAU	GROC	5	rm_hit	448.4

